,closed_at,created_at,issue_comments,issue_desc,issue_id
286,2017-05-25 00:00:20,2017-05-24 20:56:13,Minor edits to tutorial for clarity .,Minor edits/formatting/add links in 8 files in the Flaskr tutorial pages . Intended to aid newbies to follow .,2330.0
287,2017-05-25 21:57:18,2017-05-24 00:15:20,Handle app factory with arguments in FLASK_APP,# 2264,2326.0
288,2017-05-25 00:27:36,2017-05-24 00:05:10,More DRYing up the test suite,I have found more spots in the test suite that could have been `` DRYed '' up .,2325.0
289,2017-05-24 00:31:45,2017-05-23 23:53:24,Fix for Issue 2313 - refactoring gevent tests into class,I have found more spots in the test suite that could have been `` DRYed '' up .,2324.0
290,2017-05-24 00:14:58,2017-05-23 23:43:54,Cleanup test_blueprint.py to use test fixtures,Modify several tests to use the app and client test fixtures .,2323.0
291,2017-05-25 17:46:46,2017-05-23 23:41:58,Do n't overwrite Vary header when setting for cookie access,Closes # 2317,2322.0
292,2017-05-24 00:14:23,2017-05-23 23:27:47,Add test for Blueprint app-wide url processing,"The test add coverage for methods : ` Blueprint.app_url_defaults ` , and ` Blueprint.app_url_preprocessing ` . This PR increases the coverage of blueprint module by 2 % .",2321.0
293,2017-05-23 23:20:59,2017-05-23 22:32:41,Update click dependency info .,"Flask requires click > = 4.0 , not 2.0 as ` click.echo ` does n't have ` color ` argument in 2.0 See https : //lgtm.com/projects/g/pallets/flask/snapshot/d8cd0c47028efe0b0efe052bccc8bd52de87be7c/files/flask/cli.py # L163",2320.0
294,2017-05-23 23:24:30,2017-05-23 20:53:45,Support ` create_app ` without script_info or with script_info as named argument,# 2266,2319.0
295,2017-05-23 20:31:56,2017-05-23 20:25:05,Fix a small oversight in the testing docs,The ` request ` fixture is not needed anymore .,2318.0
296,2017-05-25 17:46:46,2017-05-23 19:08:12,Do n't overwrite Vary header when setting for cookie access,"If the ` Vary ` header is already set , the current session code just adds another header line . What it should do is update the existing header by splitting , adding the new option to the set , joining , and setting the new value . See Django 's [ ` patch_vary_headers ` ] ( https : //github.com/django/django/blob/1ce04bcce0076360623ae164afd3541a5c031af2/django/contrib/sessions/middleware.py # L45 ) . Related to # 2288",2317.0
297,2017-05-23 19:46:31,2017-05-23 18:52:53,Adds provide_automatic_options to Class-based Views,"If the ` Vary ` header is already set , the current session code just adds another header line . What it should do is update the existing header by splitting , adding the new option to the set , joining , and setting the new value . See Django 's [ ` patch_vary_headers ` ] ( https : //github.com/django/django/blob/1ce04bcce0076360623ae164afd3541a5c031af2/django/contrib/sessions/middleware.py # L45 ) . Related to # 2288",2316.0
298,2017-05-23 22:33:59,2017-05-23 18:35:43,Added documentation for PowerShell environment variables,"This is just a small addition to the documentation , closing # 2281 . I included a dummy path in order to fit the appearance of the Windows CLI prompts .",2315.0
299,2017-05-23 18:51:17,2017-05-23 17:42:18,Added support for generic HTTPException handlers on app and blueprints,"Resolves issue # 941 , replaces pr # 2082 and # 2144 , code based on # 2144 , tangentially related to # 1383 Error handlers are now returned in order of blueprint : code , app : code , blueprint : HTTPException , app : HTTPException , None Corresponding tests also added . Resubmit of # 2304",2314.0
300,2017-05-23 19:00:35,2017-05-23 16:37:45,Use the yield syntax in pytest 's fixtures,"Hi , Pytest 's documentation recommends the use of the yield syntax over teardown functions . I did not modify the flaskr example as it is being handled by # 2307 . Also , I 'm not familiar enough with Flask 's tests to refactor the last two uses of ` request.addfinalizer ` : - [ tests/conftest.py # L126 ] ( https : //github.com/pallets/flask/blob/master/tests/conftest.py # L126 ) - [ tests/test_instance_config.py # L131 ] ( https : //github.com/pallets/flask/blob/master/tests/test_instance_config.py # L131 )",2311.0
301,2017-05-25 21:44:24,2017-05-23 03:54:19,Add http headers security notes,Add notes about the following http headers and protocols : - SSL/HTTPS - Security Headers - Content Security Policy ( CSP ) - HTTP Strict Transport Security ( HSTS ) - X-FRAME-OPTIONS ( Clickjacking protection ) - X-Content-Type-Options - Cookie options - HTTP Public Key Pinning ( HPKP ),2309.0
302,2017-05-23 18:50:31,2017-05-23 00:46:44,For Issue # 2286 : Update unittest references,"These changes look to replace references to ` unittest ` in the documentation with ` pytest ` . In particular , for ` docs/testing.rst ` , code examples have been updated to reflect the current state of ` test_flaskr.py ` : https : //github.com/pallets/flask/blob/master/examples/flaskr/tests/test_flaskr.py",2307.0
303,2017-05-23 22:18:40,2017-05-23 00:32:30,DRYing up the test suite using pytest fixtures,Using pytest fixtures for test cases . Resolves # 2287,2306.0
304,2017-05-23 18:19:58,2017-05-23 00:07:52,Updating contributing rst,Using pytest fixtures for test cases . Resolves # 2287,2305.0
305,2017-05-23 15:34:23,2017-05-22 23:20:02,Added tests for make_response and get_debug_flag to improve coverage of helpers.py,"Got less coverage improvement than I was hoping , but it did get a bit more .",2303.0
306,2017-05-23 01:08:41,2017-05-22 23:20:00,Added uWSGI and example usage to stand-alone WSGI containers documentation,Talked with @ davidism and decided to add section for uWSGI HTTP router / server via embedded mode .,2302.0
307,2017-05-23 01:06:31,2017-05-22 22:58:12,Add coverage for Blueprint request process methods,"Add test to cover following methodss to the ` Blueprint ` object : ` before_request ` , ` after_request ` , ` before_app_request ` , ` before_app_first_request ` , ` after_app_request ` . This PR increases the coverage of flask.blueprints by 6 % .",2301.0
308,2017-05-22 22:29:47,2017-05-22 21:36:28,Add coverage for Blueprint.add_app_template_global,"This tests the ` Blueprint.add_app_template_global ` mothod , which internally calls the ` Blueprint.app_template_global ` method . The methods are used to registering a function to the jinja template environment . This PR increases the test coverage for module ` flask.blueprint ` by 4 % .",2299.0
309,2017-05-22 21:02:00,2017-05-22 20:18:11,Add coverage for Blueprints . ( app_ ) context_processor,Test both context_processor and app_context_processor functions . Two context parameters are added into the context : one added to the blueprint locally ; another added to the app globally . The test asserts the behaviors in both blueprint scope and the app scope . The coverage for flask.blueprints is increased by 3 % .,2298.0
310,2017-05-22 23:13:28,2017-05-22 19:35:25,Auto-detect create_app ( ) in find_best_app ( ) # 2265,Resubmit for # 2265 ( git issues ),2297.0
311,2017-05-22 19:28:06,2017-05-22 19:22:00,Added reference and link to Werkzeug debugger documentation,Resubmit for # 2265 ( git issues ),2296.0
312,2017-05-22 19:30:52,2017-05-22 19:01:07,Add coverage for Blueprint.app_errorhandler,This test case registers an application-wise error handler from a Blueprint . Verifies the error handler by aborting the flask app from the application itself as well as from another registered Blueprint .,2295.0
313,2017-05-22 18:43:58,2017-05-22 18:29:33,Debug mode 2261,# 2261,2293.0
314,2017-05-20 20:45:49,2017-05-20 19:16:04,Set `` Vary : Cookie '' header when session is accessed,"Based on [ Django 's behavior ] ( https : //github.com/django/django/blob/1ce04bcce0076360623ae164afd3541a5c031af2/django/contrib/sessions/middleware.py # L45 ) , order is delete cookie if empty , append vary header if accessed , set cookie if modified . continues # 1026",2288.0
315,2017-05-23 18:53:39,2017-05-19 18:51:30,Rewrite the testing docs,The testing docs still talk about unittest . We need to update these with modern patterns using PyTest and fixtures .,2286.0
316,2017-05-16 00:11:35,2017-05-16 00:00:08,safe_join on Windows uses posixpath,"Python on Windows supports mixed ` / ` and ` \ ` separators , so this does n't break anything . ` / ` is already assumed to be the safe separator anyway . fixes # 2033 , closes # 2059",2284.0
317,2017-05-14 05:13:54,2017-05-14 05:00:23,Refactor session cookie domain,"* Show a warning when the domain is dropped because the domain does not contain a ` . ` , for example for ` localhost ` . * Show a warning when the domain is an IP address . * Allow IP addresses in Chrome by not prepending ` . ` . * Cache result of ` SERVER_NAME ` detection in ` SESSION_COOKIE_DOMAIN ` so it wo n't run every request ( at least within a given process ) . Continues # 2105 .",2282.0
318,2017-05-12 05:50:29,2017-05-12 05:50:22,Clean up deferred callback doc,"Remove doc about writing ` after_this_request ` , following up on # 1965 .",2279.0
319,2017-05-11 21:37:32,2017-05-11 21:35:36,Rewrite installation docs,"Remove doc about writing ` after_this_request ` , following up on # 1965 .",2278.0
320,2017-05-12 05:32:01,2017-05-11 05:55:30,Improve quickstart 's Routing section,"Hi , I 'm a tech writer and I edited a portion of the quickstart as a homework assignment . Maybe you 'll find some of these edits useful . I 'm happy to adjust/correct my changes . Changes : - Edited the entire section for clarity and concision . I rewrote sentences to make them shorter and easier to understand . - Added a code sample to show the path converter type - Removed the HTTP method overview . Although it was well written , the overview was n't necessary in the quickstart . Readers can easily find an overview elsewhere .",2277.0
321,2017-05-05 01:42:34,2017-05-05 01:30:53,Collapse old changelog directives,"I created a Sphinx extension , [ sphinxcontrib-log-cabinet ] ( https : //github.com/davidism/sphinxcontrib-log-cabinet ) , to handle # 1704 . It collects each group of changelog directives , sorts them newest to oldest , then collapses all logs older than the current version . Deprecations are never collapsed . The extension is optional , a warning is printed if it 's not installed but the build continues . The flask-docs build script needs to be updated to install this if we want it to actually take effect . The collapse does n't work on IE because they do n't support ` < details > ` . A later version can add a polyfill for it , but I 'm not too concerned .",2271.0
322,2017-05-22 18:49:13,2017-04-27 19:47:20,Documentation : Term `` development mode '' is unclear,"I 'm doing some work which requires defining some context hooks for our flask app . When reading the documentation for [ request contexts * ] ( http : //flask.pocoo.org/docs/dev/reqcontext/ # callbacks-and-errors ) I came across the passage : > > > In production mode if an exception is not caught , the 500 internal server handler is called . In development mode however ... As a user , I want to know : What is 'development mode ? ' I _think_ it 's debug mode ( e.g . ` app.run ( debug=True ) ` ) . I 've seen several people use the terms interchangeably when searching for help , but not either the flask developers or the official documentation . The flask docs do n't appear to have an index ( is it hidden somewhere ? ) , and quick search does not appear to work . Google site search of the dev docs does not immediately turn up an obvious answer . IMO , this is a bug in the documentation . Assuming for the sake of argument I 'm right about dev=debug , that passage should be either : 0 . `` In development mode ( i.e . with ` debug=True ` ) however ... '' or 1 . The text 'development mode ' is a link to a list of terms & their definitions 2 . Something along those lines . Maybe if I had carefully read all of the docs from beginning to end , or at least carefully read the tutorial twice , I might not be confused about this . But lots of your users wo n't do that . That 's why I call it a bug ( it 's sorta like failing to validate input ) . * I was in fact reading the docs for the version of flask I 'm using , but pointing to dev-version docs b/c I presume they represent the current state of the documentation",2261.0
323,2017-04-26 17:43:18,2017-04-26 17:30:22,Add routes command,"Based on # 1446 , with some ideas from # 2092 . The whole command is basically reworked , but the most important change is that there is a ` match ` sort order to show the order Flask will dispatch in ( which is really just not sorting ) .",2259.0
324,2017-04-25 19:06:40,2017-04-25 19:05:01,Clean up preprocess_request docs,Continues # 1684 . Reduce verbosity of previous PR . Move examples and description of functions out of registry docs to decorator docs .,2258.0
325,2017-04-25 15:46:23,2017-04-25 15:23:42,refactor make_response to be easier to follow,"* be explicit about how tuples are unpacked * allow ` bytes ` for status value * allow ` Headers ` for headers value * use ` TypeError ` instead of ` ValueError ` * errors are more descriptive * document that view must not return ` None ` * update documentation about return values * test more response types * test error messages closes # 1676 ` TypeError ` is more correct by definition ( wrong type to function ) , and I do n't think anyone should be catching that error anyway ( what would it mean to do that ? ) , so I 'm ok if this somehow breaks some code . This is also consistent with what ` force_type ` returns for bad input . I had to get a bit creative with displaying the error from ` force_type ` while injecting a new descriptive message . It would be nice if we could just use ` raise new_error from original_error ` , but that 's Python 3 only . These error messages will hopefully help avoid a class of questions that are frequently asked on Stack Overflow . In particular , there was no error about incorrect types that made it to ` force_type ` , so users trying to return JSON with something like ` return True ` would get a mysterious `` bool object is not callable '' error .",2256.0
326,2017-04-22 21:43:22,2017-04-22 21:00:49,Ensure error while opening session pops context,"Reported in # 1528 . # 1538 provided a solution , but can be simplified by only moving ` ctx.push ( ) ` into the ` try ` block . Errors raised by ` SessionInterface.open_session ` and ` .make_null_session ` will be handled by the normal app error handling mechanism , and the context will be popped at the end of the request .",2254.0
327,2017-04-21 18:16:19,2017-04-21 17:45:51,Continue # 1936 : Add the ability to combine MethodViews,"Merge master into # 1936 . The collection logic is changed to collect all inherited methods , not just ones specified by base class ` methods ` attrs .",2252.0
328,2017-04-21 15:31:12,2017-04-21 14:18:59,Continue # 1489 : Add kwarg to disable auto OPTIONS on add_url_rule,Merge master into # 1489 and do some cleanup .,2249.0
329,2017-04-12 17:12:30,2017-04-12 16:22:22,"filename can be latin-1 , not just ascii","* The filename header , being a header , can include Latin-1 characters , not just ASCII . * Do n't normalize the unicode name until we know the UTF-8 version needs to be sent . Otherwise you create situations where the name * could * be sent as just the single field , but the normalized form does n't encode to Latin-1 . ref # 2223",2238.0
330,2017-04-07 14:10:44,2017-04-07 12:57:57,Add example for virtualenv integration in cli docs,"I try this to config my flask application , It returns the import error ` app.config.from_object ( 'config ' ) ` I try ` app.config.from_object ( 'app.config ' ) ` then it works",2234.0
331,2017-04-06 15:31:26,2017-04-06 15:26:11,Update out of date jsonify documentation,"https : //github.com/pallets/flask/pull/2193 changed the conditions for when jsonify pretty prints , but this comment was n't updated .",2231.0
332,2017-05-25 22:00:03,2017-04-02 16:34:07,Add blueprint and the app factory pattern into the flaskr example,"# # Summary In basic Flask applications , the body data of chunked uploads appears to go missing : that is , they do not appear in ` request.data ` . I have reproduced this with two different WSGI servers ( gunicorn and twisted ) , both of which handle chunked data appropriately . Non-chunked data does not suffer this problem . I 've reproduced this problem on both Python 2.7 and Python 3.6 . # # Reproduction The following Flask application demonstrates the problem : # # References This was spotted at httpbin . See kennethreitz/httpbin # 340 for more .",2228.0
333,2017-04-08 17:54:21,2017-03-23 16:40:06,Fix send_file 's attachment_filename to work with non-ascii filenames,"This commit implements https : //tools.ietf.org/html/rfc2231 # section-4 in order to support sending unicode characters . Tested on both Firefox and Chromium under Linux . ~~This adds unidecode as a dependency , which might be relaxed by using .encode ( 'latin-1 ' , 'ignore ' ) but would n't be as useful.~~ This pull request no longer adds any new dependency . Also , added a test for the correct headers to be added . Previously , using a filename parameter to send_file with unicode characters , it failed with the next error since HTTP headers do n't allow non latin-1 characters . Error on request : Traceback ( most recent call last ) : File `` /usr/lib/python3.6/site-packages/werkzeug/serving.py '' , line 193 , in run_wsgi execute ( self.server.app ) File `` /usr/lib/python3.6/site-packages/werkzeug/serving.py '' , line 186 , in execute write ( b '' ) File `` /usr/lib/python3.6/site-packages/werkzeug/serving.py '' , line 152 , in write self.send_header ( key , value ) File `` /usr/lib64/python3.6/http/server.py '' , line 509 , in send_header ( `` % s : % s\r\n '' % ( keyword , value ) ) .encode ( 'latin-1 ' , 'strict ' ) ) UnicodeEncodeError : 'latin-1 ' codec ca n't encode character '\uff0f ' in position 58 : ordinal not in range ( 256 ) Fixes # 1286",2223.0
334,2017-03-31 16:07:43,2017-03-23 14:47:35,Handle BaseExceptions,This ensures that ` auto_pop ` is called with a non- ` None ` value in the case of a BaseException being thrown .,2222.0
335,2017-03-24 15:59:01,2017-03-21 19:23:08,shorten output when ImportError due to app bug .,Improves output for # 2214 Before :,2217.0
336,2017-05-09 18:04:23,2017-03-19 17:06:20,Issue # 2212 : documentation : virtualenv and python3,"Please note that for clarity , I changed for folder name of the created virtual environment from ` venv ` to ` virtenv ` , seeing the relevant python3-command uses the argument ` venv ` .",2213.0
337,2017-05-19 19:52:03,2017-03-19 16:09:09,Documentation : Installing and virtual environment under python3,"For installing Flask under a virtual environment with python3 , the procedure is somewhat different that what is proposed in the Documentation , under Installation , virtuallenv . See [ Answer by _geckon_ to question _Using Python 3 in virtualenv_ ] ( http : //stackoverflow.com/a/30233408/3493586 ) This is a minor change , just ` python3 -m venv /path/to/new/virtual/environment ` instead of ` virtualenv venv ` I would be willing to contribute with this if assigned the task .",2212.0
338,2017-05-09 15:47:24,2017-03-17 04:43:54,Clarify APPLICATION_ROOT documentation,See # 1714 .,2210.0
339,2017-03-16 20:43:01,2017-03-16 13:39:55,Print a stacktrace on CLI error ( closes # 2208 ),I 've been bitten by this a few times and I believe silently swallowing errors without any debug output is a bad thing to do . This at least prints the resulting stacktrace .,2209.0
340,2017-03-16 20:43:10,2017-03-16 10:56:41,Do not swallow exceptions if CLI fails to load,I think the changes introduced in https : //github.com/pallets/flask/commit/fa6eded6f572dd4bc23b030f025156cdd1e63305 that swallow ALL exceptions if loading a custom CLI command fails are not good for the general development flow . I often do ` flask -- help ` to see whether my custom command comes up fine and when it does n't I do n't get exceptions and I do n't really know what I 've done wrong . I think this ` try-except ` should be removed . I really think the CLI _should_ fail loudly instead of ignoring errors . Let 's discuss this and if you guys agree I 'll make a PR .,2208.0
341,2017-03-13 12:58:25,2017-03-13 12:56:23,Python 3 syntax error in Quickstart docs,I was going through Quickstart examples and I found syntax error in URL Building section . Examples uses old Python 2 syntax for printing ` url_for ` results and crashes if run on Python 3 .,2204.0
342,2017-03-06 13:06:00,2017-03-06 13:01:25,docs : Fix typos/grammar,This PR updates the Sphinx documentation for the ` host ` param for the ` Flask.run ` method per the fix provided by https : //github.com/pallets/flask/pull/2152 . This provides parity with the ` port ` param .,2201.0
343,2017-03-05 12:07:50,2017-03-05 11:59:32,"Close < li > tag in lines ( 16,18 ) ( # 1951 )",Adding a change in the example code that was n't added to the docs . https : //github.com/pallets/flask/commit/c54d67adee6f99113f525b376da4af27c3001321,2199.0
344,2017-03-04 10:29:05,2017-03-03 03:17:56,Add tips for debug config with flask cli,"` app.debug ` and ` app.config [ 'DEBUG ' ] ` are not compatible with the ` flask ` script . The app 's config is not available in ` get_debug_flag ( ) ` when starting the server , is there a way to fix that ?",2196.0
345,2017-03-07 01:09:47,2017-03-01 06:31:52,Do n't rely on X-Requested-With for pretty print json response,` X-Requested-With ` is not reliable nowadays . We should n't rely on it any more . Related issue : https : //github.com/pallets/werkzeug/issues/1077,2193.0
346,2017-02-11 09:43:11,2017-02-11 07:53:34,Migrate various docs links to https,Also fixed a few outdated links,2180.0
347,2017-02-09 14:29:59,2017-02-09 11:40:15,Update 4.4.3 HTTP Methods Example,"I just started learning ` flask ` and following the documentation pdf . When I reached the topic ` 4.4.3 HTTP Methods ` , I encountered this ` ValueError : View function did not return a response ` even though I followed the tutorial . It made me confused and had to search on [ stackoverflow ] ( http : //stackoverflow.com/a/18211982 ) . This might not be a good fix for an example but the previous example did confuse a beginner , me , who followed the documentation . Cheers , swan",2175.0
348,2017-02-09 17:34:17,2017-02-07 20:26:44,py.test = > pytest,"Really a minor thing , only experienced by a newcomer . When following the README or CONTRIBUTE docs , the first test run results in lots of failures . This is because a simple ` py.test ` also discovers the tests in examples/ ( My plan is to contribute more , this is just to get started ; )",2173.0
349,2017-01-17 21:22:17,2017-01-16 08:26:38,use SERVER_NAME to set host and port in app.run ( ),Addresses # 2109,2152.0
350,2017-01-14 20:58:46,2017-01-14 04:34:29,Fix Request Reference,Points flask.Request to appropriate place in the documentation .,2151.0
351,2017-01-13 13:30:22,2017-01-13 10:00:35,Use SOURCE_DATE_EPOCH for copyright year to make build reproducible,"Hi , Whilst working on the `` reproducible builds '' effort [ 0 ] , we noticed that flask-restful could not be built reproducibly . SOURCE_DATE_EPOCH is explained [ 1 ] [ 0 ] https : //wiki.debian.org/ReproducibleBuilds [ 1 ] https : //wiki.debian.org/ReproducibleBuilds/TimestampsProposal",2149.0
352,2017-01-10 18:07:26,2017-01-10 17:55:58,Added python3.6 support for tests,"python 3.6 has deprecated the use of flags not at the start of regular expression , plans for 3.7 is to rasie an exception : [ http : //bugs.python.org/issue22493 ] ( http : //bugs.python.org/issue22493 ) new on 3.6 [ ModuleNotFoundError ] ( https : //docs.python.org/3/library/exceptions.html # ModuleNotFoundError )",2148.0
353,2017-02-28 05:05:10,2017-01-04 11:49:16,Remove extra HTML tag from fileupload docs,"http : //flask.pocoo.org/ ( BTW , can I haz HTTPS please ? ) says : > Latest Version : 0.11 It should say : > Latest Version : 0.12 ( with the correct link ) . : sparkles :",2141.0
354,2016-12-31 15:31:44,2016-12-30 21:24:20,Inherit Werkzeug docs,Fix # 2132,2135.0
355,2017-01-15 04:56:13,2016-12-30 18:48:08,Add larger app ex,"I chose the wrong base : https : //github.com/pallets/flask/pull/2130 Original PR message : > Addresses : # 1902 ( comment ) > > Confirms that the larger application as outlined in the docs , works as expected . For the sake of less confusion , for those working through this example , having src might be helpful . Not everyone will want to work along with the docs . If there are parts of the docs that are not clear , we should fix that as well . ( They seemed clear to me ) . Thiefmaster 's response : > The weird commits in this PR aside ( rebase to upstream/master and force-push to fix ) , I 'm not sure how useful this is to have in the repo ... Especially since having a `` large '' app without an app factory is somewhat questionable ... My response : > @ ThiefMaster Sorry about that . I did n't choose correct base . I was thinking that in order to debug issues that people are having with code examples in the docs , it would be useful to have those examples on-hand . > > I agree . But maybe until we can put something better together for # 2027 , this addition could just be temporary and we could deprecate this `` larger applications '' example at later time .",2131.0
356,2016-12-26 02:50:48,2016-12-25 15:37:43,Fix config.from_pyfile on Python 3,Fix # 2118,2123.0
357,2016-12-21 20:06:48,2016-12-21 19:27:43,Style the flask command consistently,It 's done like this in other parts of this doc .,2120.0
358,2016-12-21 20:07:10,2016-12-21 05:21:01,Update README for minitwit,add step 2 to run minitwit,2119.0
359,2017-04-13 23:45:25,2016-12-19 16:06:43,Added missing testing config,This PR contains an update to docs/testing.rst : The testing documentation was missing ` TESTING ` config from one of the examples . fixes # 1302,2117.0
360,2016-12-21 20:07:58,2016-11-20 23:33:30,use dict instead of if/else logic,added whitespace before key,2093.0
361,2016-12-21 20:08:39,2016-11-17 15:18:53,Ignore cache on request.get_json ( cache=False ) call,Removes usage of ` _cached_json ` property when ` get_json ` is called with disabled cache argument . ( closes # 2087 ),2089.0
362,2017-05-25 21:36:07,2016-11-04 06:03:31,switch to packaged sphinx theme,"I fixed up flask-sphinx-themes so that it 's an installable package . No longer need to copy files or use submodule , just ` pip install Flask-Sphinx-Themes ` .",2080.0
363,2017-04-30 15:48:23,2016-11-02 20:37:55,Mention existence of register_error_handler in errorpages.rst,See https : //github.com/pallets/flask/issues/1837 for context .,2077.0
364,2016-11-02 04:04:20,2016-11-02 03:22:16,Fix LogRecord class reference,See https : //github.com/pallets/flask/issues/1837 for context .,2075.0
365,2016-11-03 17:11:24,2016-11-01 20:46:57,Parameterizing test,See https : //github.com/pallets/flask/issues/1837 for context .,2073.0
366,2016-11-01 14:35:17,2016-11-01 13:57:19,Remove busy-work .,"It is entirely sufficient to walk the MRO of the exception class , no need to check for classes re-appearing later on , no need to add the MRO of any superclass . * Python refuses point-blank to create a class with a circular MRO . * All classes in a superclass MRO * already * appear in the MRO of the derived type . Re-adding the contents of a superclass MRO is doing double work .",2072.0
367,2016-10-31 22:10:27,2016-10-31 20:24:19,Adding coverage generation to tox,Adds the ability to measure code coverage via unit tests .,2071.0
368,2016-10-30 13:34:50,2016-10-30 01:40:17,Fixes import statement in flaskr,"- ` from flaskr.flaskr import app ` in flaskr/ * * init * * .py causes an import error with Python 2 - The relative import now used works for py2 and py3 Ref : https : //github.com/pallets/flask/issues/2058 The issue was that the absolute import ` from flaskr.flaskr import app ` works in python 3 but not python 2 . While there is probably a simple answer why , for now , this relative import works on both .",2068.0
369,2016-11-02 01:52:32,2016-10-28 02:45:11,Capitalize occurrences of 'flask ',"also , minor typo fix .",2067.0
370,2016-10-14 08:13:42,2016-10-14 05:29:03,"add 'caution ' section to docs , workaround for zero-padded file modes","As requested in issue # 2029 , I added a section to the contributing file in case anyone has problems with cloning or pushing the repo . @ untitaker",2057.0
371,2017-05-15 19:41:13,2016-10-11 13:32:48,Updated Celery pattern,The given pattern caused Celery to lose the current Context . Note that I 'm using Celery 3.1.24 . The current pattern may be outdated ( last change was 2013 ),2055.0
372,2016-10-12 06:54:25,2016-10-01 16:54:53,Default environ,"Addresses # 1467 . Now you can pass ` environ_base ` dictionary into ` app.test_client ` . This also allows overriding per ` open ` call ( or ` make_test_environ_builder ` call ) . Perhaps a better solution would be to edit werkzeug directly and add it to that init ( which , in turn , would allow us to remove the subclass init ) . I do n't believe that would cause any unintended behavior , but I 'm open to further conversation on it . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2047 )",2047.0
373,2016-10-01 16:45:22,2016-10-01 15:54:39,Remove ` -a/ -- app ` from Quickstart documentation,"As mentioned in # 2009 , simplifying the CLI saw the removal of the ` -a/ -- app ` flag . Therefore , the only way to specify the module to import is by setting ` FLASK_APP ` . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2046 )",2046.0
374,2016-09-24 11:07:19,2016-09-23 18:02:01,Updated mod_wsgi.rst to point to new mod_wsgi repo,The http : //flask.pocoo.org/docs/0.11/deploying/mod_wsgi/ site currently uses the old Google Code page for ` mod_wsgi ` . This PR updates the urls for ` mod_wsgi ` to point to the new [ GitHub repo ] ( https : //github.com/GrahamDumpleton/mod_wsgi ) and [ documentation ] ( http : //modwsgi.readthedocs.io/en/develop/index.html ) . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2038 ),2038.0
375,2016-09-26 10:43:46,2016-09-20 08:09:13,make use of range requests if available in werkzeug,This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2031 ),2031.0
376,2016-09-12 08:42:24,2016-09-12 07:41:27,Fix typo in docs,Also added one missing comma for readability -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2022 ),2022.0
377,2016-09-12 18:52:42,2016-09-10 00:35:40,Do not cause errors for unknown files for sendfile,Unknown files must not raise errors when send with send-file if the sending happens by filename . This is particularly important for send from directory which can send up loads of unknown files . This regressed at one point in the last two weeks . It came up with woff2 files sent from static folders which are unknown in the default mimetype database . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2019 ),2019.0
378,2017-04-20 16:10:28,2016-09-09 10:11:30,Add scheme to url_build error handler parameters,` _scheme ` is passed to ` url_for ` but is not forwarded to error handlers if an exception is raised,2017.0
379,2016-09-10 00:36:29,2016-09-08 08:57:41,Corrected after response for error handlers,Before this change after request functions were not correctly invoked for error handlers . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2013 ),2013.0
380,2016-09-06 20:32:34,2016-09-06 12:19:53,Do n't passthrough_errors unless instructed .,Fix # 2005 Revert # 1679 and # 1996 -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2006 ),2006.0
381,2016-09-05 14:57:00,2016-09-05 14:33:09,Correcting Custom Test Client class docs,"As it was written , that init could not work as Flask was still trying to call it with no authorization parameter . -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2004 )",2004.0
382,2016-09-04 23:28:05,2016-09-04 21:05:34,Fix error in send_file helper,"` mimetype_filename ` is not defined , it should be ` attachment_filename ` -- - This change is [ < img src= '' https : //reviewable.io/review_button.svg '' height= '' 34 '' align= '' absmiddle '' alt= '' Reviewable '' / > ] ( https : //reviewable.io/reviews/pallets/flask/2003 )",2003.0
