,commit_id,commit_time,diff,files,summary
320,d378ddf55951f010092627158d12a3160c752ade,2016-05-17 20:32:10+01:00,"# def test_unicode_notices ( executor ) : services : title = title + self.conn.notices.pop ( ) # sql = `` DO language plpgsql $ $ BEGIN RAISE NOTICE '有人更改 ' ; END $ $ ; '' from .encodingutils import unicode2utf8 , PY2 addons : from .encodingutils import unicode2utf8 , PY2 , utf8tounicode title = title + utf8tounicode ( self.conn.notices.pop ( ) ) on_start : false # default : false # result = list ( executor.run ( sql ) ) on_start : false # default : false postgresql # assert result [ 0 ] [ 0 ] == u'NOTICE : 有人更改\n ' postgresql : `` 9.3 ''","['.travis.yml', 'pgcli/pgexecute.py', 'tests/test_pgexecute.py']",Merge pull request # 504 from dbcli/amjith/unicode-notices
321,8d426c2db6391b3e0dea145998aebefee94a5376,2016-05-16 18:44:25-04:00,"assert set ( result ) == set ( [ import sqlparse import pprint Document ( text=text , cursor_position=pos ) , complete_event ) ) INNER JOIN set_returning_func ( ) f2 USING ( `` ' import pytest result = set ( completer.get_completions ( pos = len ( text ) def test_simple_update_table_no_schema ( ) : import stat text = `` 'SELECT * FROM set_returning_func ( ) f1 from prompt_toolkit.completion import Completion from prompt_toolkit.document import Document Completion ( text= ' x ' , start_position=0 , display_meta='column ' ) , def test_join_functions_using_suggests_common_columns ( completer , complete_event ) : def test_simple_update_table ( ) : import pexpect Completion ( text= ' y ' , start_position=0 , display_meta='column ' ) ] ) def test_simple_update_table_with_schema ( ) :","['pgcli/main.py', 'pgcli/pgexecute.py', 'tests/features/environment.py', 'tests/test_expanded.py', 'tests/test_fuzzy_completion.py', 'tests/test_main.py', 'tests/test_parseutils.py', 'tests/test_smart_completion_public_schema_only.py']",Merge pull request # 502 from koljonen/cleanup
322,087fb1cb7d7c3c11026528f01859b76e35f2205f,2016-05-16 18:36:46-04:00,"# Return column names from a set-returning function # shadowing behavior , we need to check both views and tables for collist = ' , '.join ( c for c in flat_cols if c ! = ' * ' ) in Counter ( scoped_cols ) .items ( ) flat_cols = [ col for ( col , count ) sql = 'SELECT u . * FROM users u ' # We do n't know if schema.relname is a table or view . Since from collections import OrderedDict Document ( text=sql , cursor_position=pos ) , complete_event ) return self.find_matches ( word_before_cursor , flat_cols , meta='column ' ) scoped_cols = [ col for ( col , count ) functions = meta [ 'functions ' ] [ schema ] [ relname ] cols = ( ' '' select '' .id , `` select '' . `` insert '' , `` select '' . `` ABC '' , ' schemas = [ tbl.schema ] if tbl.schema else self.search_path def test_wildcard_column_expansion_with_alias_qualifier ( completer , complete_event ) : cols = meta [ reltype ] .get ( schema , { } ) .get ( relname ) for c in cs if c ! = ' * ' ) : return : dict { TableReference : [ list of column names ] } def addcols ( schema , rel , alias , reltype , cols ) : col_list = 'id , email , first_name , last_name ' 'users.id , users.phone_number ' ) functions = meta [ 'functions ' ] [ schema ] [ relname ] columns.extend ( func.fieldnames ( ) ) columns = [ ] and word_before_cursor [ -len ( lastword ) - 1 ] == ' . ' ) : for func in functions : if tbl not in columns : display= ' * ' , display_meta='columns ' ) ] pos = len ( 'SELECT users . * ' ) else : in Counter ( flat_cols ) .items ( ) for func in functions : # User typed x . * ; replicate `` x . '' for all columns except the assert expected == completions if tbl.schema : # first , which gets the original ( as we only replace the `` * '' '' ) return self.find_matches ( word_before_cursor , scoped_cols , meta='column ' ) : return : list of column names except ImportError : # Table exists , so do n't bother checking for a view # Get an array of FunctionMetadata objects except KeyError : collist = sep.join ( c for c in flat_cols if c ! = ' * ' ) if tbl.is_function : # one at a time flat_cols = list ( itertools.chain ( * scoped_cols.values ( ) ) ) sep = ' , ' + self.escape_name ( tables [ 0 ] .ref ) + ' . ' cols = func.fieldnames ( ) from .packages.parseutils import last_word # No such function name pos = len ( 'SELECT `` select '' . * ' ) schema = self.escape_name ( schema ) columns [ tbl ] = [ ] # Schema not specified , so traverse the search path looking for columns.extend ( meta [ 'views ' ] [ schema ] [ relname ] ) # Get an array of FunctionMetadata objects sql = 'SELECT users . * FROM users ' col_list = 'id , `` select '' . `` insert '' , `` select '' . `` ABC '' ' # a table or view that matches . Note that in order to get proper sql = 'SELECT * FROM users ' pos = len ( 'SELECT u . * ' ) col_list = 'id , u.email , u.first_name , u.last_name ' def test_wildcard_column_expansion_with_two_tables_and_parent ( completer , complete_event ) : for reltype in ( 'tables ' , 'views ' ) : continue lastword = last_word ( word_before_cursor , include='most_punctuations ' ) addcols ( schema , relname , tbl.alias , 'functions ' , cols ) col_list = 'id , p.product_name , p.price ' sql = 'SELECT * FROM `` select '' JOIN users u ON true ' try : columns.extend ( meta [ 'tables ' ] [ schema ] [ relname ] ) pass # Return column names from a set-returning function if cols : # each schema before checking the next schema sql = 'SELECT p. * FROM custom.products p ' sql = 'SELECT * FROM public . `` select '' JOIN custom.users ON true ' elif len ( scoped_cols ) > 1 : expected = [ Completion ( text=cols , start_position=-1 , sql = 'SELECT `` select '' . * FROM public . `` select '' ' display= ' * ' , display_meta='columns ' ) ] completions = completer.get_completions ( def test_wildcard_column_expansion_with_two_tables ( completer , complete_event ) : assert completions == expected # Plain columns columns.extend ( func.fieldnames ( ) ) sql = 'SELECT `` select '' . * FROM public . `` select '' JOIN custom.users u ON true ' # A fully qualified schema.relname reference def test_wildcard_column_expansion_with_table_qualifier ( completer , complete_event ) : expected = [ Completion ( text=col_list , start_position=-1 , Completion ( text= ' x ' , start_position=0 , display_meta='column ' ) ] ) else : display_meta='columns ' , display= ' * ' ) , priority= ( 1,1,1 ) ) ] # func is a FunctionMetadata object else : columns.extend ( meta [ 'tables ' ] [ schema ] [ relname ] ) for schema in schemas : for func in ( functions or [ ] ) : return [ Match ( completion=Completion ( collist , -1 , collist = ' , '.join ( t.ref + ' . ' + c for t , cs in colit ( ) Completion ( text= ' x ' , start_position=0 , display_meta='column ' ) ] ) schema = self.escape_name ( tbl.schema ) # Multiple tables ; qualify all columns pos = len ( 'SELECT p. * ' ) sql = 'SELECT `` select '' . * FROM `` select '' JOIN users u ON true ' pass def test_wildcard_column_expansion ( completer , complete_event ) : columns = OrderedDict ( ) for schema in self.search_path : if ( lastword ! = word_before_cursor and len ( tables ) == 1 col_list = 'id , users.email , users.first_name , users.last_name ' sql = 'SELECT * FROM custom.set_returning_func ( ) ' columns.extend ( meta [ 'views ' ] [ schema ] [ relname ] ) relname = self.escape_name ( tbl.name ) try : addcols ( schema , relname , tbl.alias , reltype , cols ) TableReference.ref = property ( lambda self : self.alias or self.name ) col_list = ' x ' colit = scoped_cols.items pos = len ( 'SELECT * ' ) if lastword == ' * ' : # tables and views can not share the same name , we can check continue functions = meta [ 'functions ' ] .get ( schema , { } ) .get ( relname ) try : tbl = TableReference ( schema , rel , alias , reltype == 'functions ' ) from .packages.parseutils import last_word , TableReference except KeyError : break ' u.id , u.email , u.first_name , u.last_name ' ) from .packages.ordereddict import OrderedDict columns [ tbl ] .extend ( cols )","['pgcli/packages/parseutils.py', 'pgcli/pgcompleter.py', 'tests/test_smart_completion_multiple_schemata.py', 'tests/test_smart_completion_public_schema_only.py']",Merge pull request # 492 from koljonen/master
323,5844690138de221c80be35a6b96382c666878a9c,2016-05-15 14:44:15-04:00,"] ) def test_join_using_suggests_columns_after_first_column ( completer , complete_event , text ) : text = 'SELECT * FROM users INNER JOIN orders USING ( ' def test_join_using_suggests_common_columns ( completer , complete_event , text ) : 'SELECT * FROM users INNER JOIN orders USING ( id , ' , def test_join_using_suggests_common_columns ( completer , complete_event ) : if prev_tok and prev_tok.value and prev_tok.value.lower ( ) == 'using ' : text = 'SELECT * FROM users INNER JOIN orders USING ( id , ' 'SELECT * FROM users INNER JOIN orders USING ( ' , 'SELECT * FROM users INNER JOIN orders USING ( id , ' , if ( prev_tok and prev_tok.value and prev_tok.value.lower ( ) .split ( ' ' ) [ -1 ] == 'using ' ) : def test_join_using_suggests_columns_after_first_column ( completer , complete_event ) : 'SELECT * FROM users INNER JOIN orders USING ( ' ,","['pgcli/packages/sqlcompletion.py', 'tests/test_smart_completion_public_schema_only.py']",Merge pull request # 501 from koljonen/fixusing
324,30727196ed68a97b7b14b3bfd457337c4a7103ec,2016-05-15 13:01:10-04:00,"'custom_func2 ' , filt = lambda f : not f.is_aggregate and not f.is_window 'custom_func1 ' , Completion ( text='func2 ' , start_position=0 , display_meta='function ' ) , suggest.append ( Function ( schema=schema , filter='is_set_returning ' ) ) Completion ( text='custom_func2 ' , start_position=0 , display_meta='function ' ) , # Only suggest functions allowed in FROM clause Completion ( text='custom_func1 ' , start_position=0 , display_meta='function ' ) , suggest.append ( Function ( schema=schema , filter='for_from_clause ' ) ) Completion ( text='func2 ' , start_position=0 , display_meta='function ' ) , # Only suggest set-returning functions if suggestion.filter == 'is_set_returning ' : Completion ( text='func3 ' , start_position=start_pos , display_meta='function ' ) , if suggestion.filter == 'for_from_clause ' : Function ( schema=None , filter='for_from_clause ' ) , Function ( schema='sch ' , filter='for_from_clause ' ) , Function ( schema=None , filter='is_set_returning ' ) , Function ( schema=None , filter='is_set_returning ' ) , Function ( schema='sch ' , filter='is_set_returning ' ) , Completion ( text='func1 ' , start_position=0 , display_meta='function ' ) , Function ( schema=None , filter='for_from_clause ' ) , filt = operator.attrgetter ( 'is_set_returning ' ) Completion ( text='func1 ' , start_position=0 , display_meta='function ' ) ,","['pgcli/packages/sqlcompletion.py', 'pgcli/pgcompleter.py', 'tests/test_smart_completion_multiple_schemata.py', 'tests/test_smart_completion_public_schema_only.py', 'tests/test_sqlcompletion.py']",Merge pull request # 497 from koljonen/allownonsetreturningfunctionsinfromclause
325,cd6d1d2f2a2423db74e18b149787b2efcca442a3,2016-05-15 04:35:16-07:00,"mock_connect.assert_called_with ( 'testdb [ ' , 'baz.com ' , 'bar^ ' , None , ' ] foo ' ) # unquote each URI part ( they may be percent encoded ) with mock.patch.object ( PGCli , 'connect ' ) as mock_connect : import mock self.connect ( * list ( map ( lambda p : unquote ( p ) if p else p , arguments ) ) ) from urlparse import urlparse arguments = [ database , uri.hostname , uri.username , uri.port , uri.password ] def test_quoted_db_uri ( tmpdir ) : from urlparse import urlparse , unquote cli = PGCli ( pgclirc_file=str ( tmpdir.join ( `` rcfile '' ) ) ) uri.port , uri.password ) from urllib.parse import urlparse from urllib.parse import urlparse , unquote self.connect ( database , uri.hostname , uri.username ,","['pgcli/main.py', 'tests/test_main.py']",Merge pull request # 488 from asfaltboy/feature/support-quoted-URI
326,c53221c38574711cdbd9e30ab1705967d4e96288,2016-05-09 21:02:49-07:00,"'prompt_toolkit > =1.0.0 , < 1.1.0 ' , from prompt_toolkit.shortcuts import create_prompt_layout enable_abort_and_exit_bindings=True ) from prompt_toolkit.enums import DEFAULT_BUFFER , EditingMode eventloop=self.eventloop ) ignore_case=True , 'prompt_toolkit==0.60 ' , vi_mode = not get_vi_mode_enabled ( ) document = self.cli.run ( ) event.cli.editing_mode = EditingMode.VI if vi_mode else EditingMode.EMACS cli = CommandLineInterface ( application=application , enable_vi_mode=Condition ( lambda cli : get_vi_mode_enabled ( ) ) ) set_vi_mode_enabled ( not get_vi_mode_enabled ( ) ) set_vi_mode_enabled ( vi_mode ) from prompt_toolkit.enums import DEFAULT_BUFFER from prompt_toolkit.enums import EditingMode editing_mode=editing_mode ) document = self.cli.run ( True ) from prompt_toolkit.shortcuts import create_prompt_layout , create_eventloop editing_mode = EditingMode.VI if self.vi_mode else EditingMode.EMACS cli = CommandLineInterface ( application=application ) enable_abort_and_exit_bindings=True , ignore_case=True ) self.eventloop = create_eventloop ( )","['pgcli/key_bindings.py', 'pgcli/main.py', 'setup.py']",Merge pull request # 490 from jonathanslenders/prompt-toolkit-1.0.0
327,64c50cfd35016b24d09f1fcf60e8d6fc2d0685b4,2016-04-26 10:05:23-07:00,"# Always set default set of less recommended options , they are ignored if pager is with open ( self.output_file , ' a ' ) as f : # different than less or is already parameterized with their own arguments # different than less or is already parameterized with their own arguments # Always set default set of less recommended options , they are ignored if pager is with open ( self.output_file , ' a ' , encoding='utf-8 ' ) as f :",['pgcli/main.py'],Merge pull request # 487 from dbcli/amjith/output_file_encoding
328,9c42a8ab29f0727cf82ecbf4946eba3007f4e21c,2016-04-24 16:03:22-07:00,"return [ ( None , None , None , message , `` , False ) ] 'Send all query results to file . ' ) open ( filename , ' w ' ) .close ( ) click.echo ( `` , file=f ) # extra newline return [ ( None , None , None , message , `` , True ) ] try : except IOError as e : click.echo ( '\n'.join ( output ) , file=f ) with open ( self.output_file , ' a ' ) as f : def write_to_file ( self , pattern , * * _ ) : message = str ( e ) + '\nFile output disabled ' self.pgspecial.register ( self.write_to_file , '\\o ' , '\\o [ filename ] ' , self.output_file = None click.echo_via_pager ( '\n'.join ( output ) ) if self.output_file and not document.text.startswith ( ( '\\o ' , '\\ ? ' ) ) : click.secho ( str ( e ) , err=True , fg='red ' ) self.output_file = None message = 'Writing to file `` % s '' ' % self.output_file if not os.path.isfile ( filename ) : return [ ( None , None , None , message , `` , True ) ] click.echo_via_pager ( '\n'.join ( output ) ) filename = os.path.abspath ( os.path.expanduser ( pattern ) ) else : except IOError as e : click.echo ( document.text , file=f ) try : message = 'File output disabled ' if not pattern : self.output_file = None self.output_file = filename",['pgcli/main.py'],Merge pull request # 483 from Gollum999/master
329,2547ac8682f3ec1f95e1ff365f858bad6807de6d,2016-04-04 19:13:42-07:00,"for c in completer.get_completions ( document , None ) : yield Match ( completion=c , priority = None ) document = Document ( text=word_before_cursor , Keyword , NamedQuery , Datatype , Alias , Path ) return ( Path ( ) , ) def get_path_matches ( self , _ , word_before_cursor ) : from prompt_toolkit.contrib.completers import PathCompleter cursor_position=len ( word_before_cursor ) ) completer = PathCompleter ( expanduser=True ) Path : get_path_matches , Keyword , NamedQuery , Datatype , Alias ) from prompt_toolkit.document import Document if full_text.startswith ( '\\i ' ) : Path = namedtuple ( 'Path ' , [ ] )","['pgcli/packages/sqlcompletion.py', 'pgcli/pgcompleter.py']",Merge pull request # 480 from ajlai/add-i-autocompletion
330,60adc95ef1377f79f9cf7555b0e15762c7dbef70,2016-03-27 20:21:26-07:00,"cfg = load_config ( config_full_path ) pgcli.connect_uri ( dsn_config ) if dsn is not `` : username , version , pgclirc , dsn ) : exit ( 1 ) if ' : // ' in database : 'Please check the `` [ alias_dsn ] '' section in pgclirc . ' , elif ' : // ' in database : # DNS to call by -D option [ alias_dsn ] click.secho ( 'Invalid DSNs found in the config file . '\ try : dsn_config = cfg [ 'alias_dsn ' ] [ dsn ] help='Use DSN configured into the [ alias_dsn ] section of pgclirc file . ' ) err=True , fg='red ' ) username , version , pgclirc ) : except :","['pgcli/main.py', 'pgcli/pgclirc']",Merge pull request # 482 from roramirez/dsn_config
331,96747e44d46d99a91879587d311578ecd4664645,2016-03-23 20:42:34-07:00,"collection = [ 'Foo ' , 'FOO ' , 'fOO ' ] `` `` '' Fuzzy matching should keep matches even if letter casing does n't match . `` `` '' matches = completer.find_matches ( text , collection ) text = 'foo ' r = pat.search ( self.unescape_name ( item ) ) def test_matching_should_be_case_insensitive ( completer ) : r = pat.search ( self.unescape_name ( item.lower ( ) ) ) This test checks that variations of the text which have different casing are still matched . assert len ( matches ) == 3","['pgcli/pgcompleter.py', 'tests/test_fuzzy_completion.py']",Merge pull request # 479 from ajlai/fix-478
332,289d960114ae59f8247f160e15871673b7751b3c,2016-03-22 22:37:13-07:00,"# with the same match group length and start position . In Python , : : up for the first time , then do : or That will create a .deb file and a .rpm file . : : to you . # with 1 to prioritize shorter strings ( ie `` user '' > `` users '' ) . 'public ' , effects of your change . # Lexical order of items in the collection , used for tiebreaking items ' '' select '' ' , Document ( text=text , cursor_position=position ) , assert [ c.text for c in result ] == [ up for the first time , then do : text = 'SELECT * FROM ' That will create a .deb file and a .rpm file . origin master `` to keep your own fork up to date . priority = sort_key , priority_func ( item ) , lexical_order [ item ] ] 'user_emails ' , effects of your change . priority = sort_key , priority_func ( item ) , lexical_priority origin master `` to keep your own fork up to date . or permissions to create and drop test database . Dafault user is `` postgres `` # usual position ranking , hence -position . # Lexical order of items in the collection , used for to you . def test_table_names_after_from_are_lexical_ordered_by_text ( completer , complete_event ) : result = completer.get_completions ( permissions to create and drop test database . Default user is `` postgres `` DEB or RPM package , then you can do : complete_event ) lexical_order = dict ( [ ( name , -position ) for position , name in 'set_returning_func ' , # important , '' we use -ord ( c ) to prioritize `` aa '' > `` ab '' and end enumerate ( sorted ( collection ) ) ] ) DEB or RPM package , then you can do : 'users ' # 'user ' < 'users ' , i.e . the `` lower '' value comes first . Since we use # * higher * priority to mean `` more important , '' we need to flip Python 's # position . Since we use * higher * priority to mean `` more # tiebreaking items with the same match group length and start 'orders ' , lexical_priority = tuple ( -ord ( c ) for c in self.unescape_name ( item ) ) + ( 1 , ) # We also use the unescape_name to make sure quoted names have # the same priority as unquoted names . position = len ( 'SELECT * FROM ' )","['DEVELOP.rst', 'pgcli/pgcompleter.py', 'tests/test_smart_completion_public_schema_only.py']",Merge pull request # 477 from ajlai/fix-lexical-order-tiebreaking
333,c3a7284bc8bbd58b68dd885b5339d8c29685bd6d,2016-03-18 11:37:12-07:00,"'prompt_toolkit==0.60 ' , get_continuation_tokens=get_continuation_tokens , return [ ( Token.Continuation , ' . ' * ( width - 1 ) + ' ' ) ] 'prompt_toolkit==0.57 ' , def get_continuation_tokens ( cli , width ) :","['pgcli/main.py', 'setup.py']",Merge pull request # 476 from jonathanslenders/prompt_toolkit_0.60
334,ccf3693be62dd8a79ced19ed9d69f0708d2b3d6f,2016-02-28 21:53:05-08:00,"timestamptz_oid = cursor.description [ 0 ] [ 1 ] def test_bc_dates ( executor ) : == `` | 00:00:00+14:59 | '' oids = ( date_oid , timestamp_oid ) cursor.execute ( 'SELECT NULL : :timestamptz ' ) assert run ( executor , `` SELECT ( CAST ( '4713-01-01 00:00:00 BC ' AS timestamp ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ assert result.split ( `` \n '' ) [ 3 ] == `` | 0001-01-01 BC | '' run ( executor , `` SET TIME ZONE UTC '' ) oids = ( date_oid , timestamp_oid , timestamptz_oid ) assert run ( executor , `` SELECT ( CAST ( '00:00:00 ' AS time ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ result = run ( executor , `` SELECT d FROM bc_date_test LIMIT 1 '' , join=True ) def test_date_time_types ( executor ) : assert run ( executor , `` SELECT ( CAST ( '00:00:00+14:59 ' AS timetz ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ == `` | 4713-01-01 00:00:00 BC | '' == `` | 00:00:00 | '' == `` | 4713-01-01 00:00:00+00 BC | '' assert run ( executor , `` SELECT ( CAST ( '4713-01-01 00:00:00+00 BC ' AS timestamptz ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ run ( executor , `` insert into bc_date_test ( d ) values ( '0001-01-01 00:00:00 BC ' ) '' ) assert run ( executor , `` SELECT ( CAST ( '-123456789 days 12:23:56 ' AS interval ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ == `` | -123456789 days , 12:23:56 | '' == `` | 4713-01-01 BC | '' assert run ( executor , `` SELECT ( CAST ( '4713-01-01 BC ' AS date ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ run ( executor , `` create table bc_date_test ( d DATE ) '' )","['pgcli/pgexecute.py', 'tests/test_pgexecute.py']",Merge pull request # 470 from fernandomora/master
335,5f4bded5999b0e93097384be029f0e6912425e8a,2016-02-26 16:21:27+01:00,"timestamptz_oid = cursor.description [ 0 ] [ 1 ] def test_bc_dates ( executor ) : == `` | 00:00:00+14:59 | '' oids = ( date_oid , timestamp_oid ) cursor.execute ( 'SELECT NULL : :timestamptz ' ) assert run ( executor , `` SELECT ( CAST ( '4713-01-01 00:00:00 BC ' AS timestamp ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ assert result.split ( `` \n '' ) [ 3 ] == `` | 0001-01-01 BC | '' run ( executor , `` SET TIME ZONE UTC '' ) oids = ( date_oid , timestamp_oid , timestamptz_oid ) def test_bc_timestamps ( executor ) : assert run ( executor , `` SELECT ( CAST ( '00:00:00 ' AS time ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ result = run ( executor , `` SELECT d FROM bc_date_test LIMIT 1 '' , join=True ) assert run ( executor , `` SELECT ( CAST ( '00:00:00+14:59 ' AS timetz ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ == `` | 4713-01-01 00:00:00 BC | '' == `` | 00:00:00 | '' == `` | 4713-01-01 00:00:00+00 BC | '' assert run ( executor , `` SELECT ( CAST ( '4713-01-01 00:00:00+00 BC ' AS timestamptz ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ run ( executor , `` insert into bc_date_test ( d ) values ( '0001-01-01 00:00:00 BC ' ) '' ) assert run ( executor , `` SELECT ( CAST ( '-123456789 days 12:23:56 ' AS interval ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ == `` | -123456789 days , 12:23:56 | '' == `` | 4713-01-01 BC | '' assert run ( executor , `` SELECT ( CAST ( '4713-01-01 BC ' AS date ) ) '' , join=True ) .split ( `` \n '' ) [ 3 ] \ run ( executor , `` create table bc_date_test ( d DATE ) '' )","['pgcli/pgexecute.py', 'tests/test_pgexecute.py']",Issue # 448 . Add timestamptz to DATE custom extension
336,484108c549c845bdcea263b80979a51b09760663,2016-02-15 07:53:30-08:00,"priority = sort_key , priority_func ( item ) , lexical_order [ item ] text = 'user ' # usual position ranking , hence -position . lexically . `` `` '' enumerate ( sorted ( collection ) ) ] ) The input collections to this test are out of order ; each run checks that # with the same match group length and start position . In Python , [ 'user_group ' , 'user ' ] , search for the text 'user ' should present these tables in this order . assert matches [ 1 ] .priority > matches [ 0 ] .priority When fuzzy matching , if multiple matches have the same match length and [ 'user_group ' , 'user_action ' ] , # * higher * priority to mean `` more important , '' we need to flip Python 's ] ) lexical_order = dict ( [ ( name , -position ) for position , name in [ 'user_action ' , 'user ' ] , the search text 'user ' results in the input tables being reordered start position , present them in lexical ( rather than arbitrary ) order . For priority=priority ) ) # 'user ' < 'users ' , i.e . the `` lower '' value comes first . Since we use example , if we have tables 'user ' , 'user_action ' , and 'user_group ' , a matches = completer.find_matches ( text , collection ) `` `` '' Fuzzy result rank should use lexical order to break ties . priority= ( sort_key , priority_func ( item ) ) ) ) # Lexical order of items in the collection , used for tiebreaking items def test_should_break_ties_using_lexical_order ( completer , collection ) :","['pgcli/pgcompleter.py', 'tests/test_fuzzy_completion.py']",Merge pull request # 461 from drocco007/master
337,18186f645228a73bf90e75f0397e1947fbb6f61b,2016-02-08 07:46:56-05:00,"FROM pg_catalog.pg_proc p ON p.prorettype = t.oid OR ( -- composite type , but not a table databases_query = `` '' '' SELECT d.datname as `` Name '' , INNER JOIN pg_catalog.pg_namespace n WHERE ( t.typrelid = 0 -- non-composite types INNER JOIN pg_catalog.pg_namespace n p.proisagg is_aggregate , yield FunctionMetadata ( * row ) oidvectortypes ( p.proargtypes ) proargtypes , INNER JOIN pg_catalog.pg_namespace n AND n.nspname < > 'pg_catalog ' WHERE ( t.typrelid = 0 -- non-composite types query = `` ' FROM pg_catalog.pg_database d ) p.proretset is_set_returning FROM pg_catalog.pg_type t typed_args = [ f [ 0 ] + ' , ' + f [ 1 ] for f in args ] _logger.debug ( 'Search path query . sql : % r ' , self.search_path_query ) ' '' FROM pg_catalog.pg_type el ORDER BY 1 , 2 p.proname func_name , INNER JOIN pg_catalog.pg_type t _logger.debug ( 'Search path query . sql : % r ' , fallback ) _logger.debug ( arg_list ) pg_catalog.pg_get_userbyid ( d.datdba ) as `` Owner '' , names = row [ 2 ] if row [ 2 ] is not None else [ ] pg_catalog.pg_get_function_arguments ( p.oid ) arg_list , WHERE ( t.typrelid = 0 OR ( SELECT c.relkind = ' c ' FROM pg_catalog.pg_class c WHERE c.oid = t.typrelid ) ) AND NOT EXISTS ( -- ignore array types FROM pg_catalog.pg_type t return cur.fetchone ( ) [ 0 ] WHERE c.oid = t.typrelid args = itertools.izip_longest ( names , row [ 3 ] .split ( ' , ' ) , `` ) FROM pg_catalog.pg_class c except psycopg2.ProgrammingError : return [ x [ 0 ] for x in cur.fetchall ( ) ] FROM pg_catalog.pg_type t try : cur.execute ( fallback ) ) d.datctype as `` Ctype '' , ) if self.conn.server_version > 90000 : pg_catalog.format_type ( t.oid , NULL ) type_name import itertools pg_catalog.pg_encoding_to_char ( d.encoding ) as `` Encoding '' , ON n.oid = t.typnamespace cur.execute ( self.functions_query ) FROM pg_catalog.pg_class c import pprint with self.conn.cursor ( ) as cur : _logger.debug ( 'Search path query . sql : % r ' , self.search_path_query ) AND n.nspname < > 'information_schema ' return [ x [ 0 ] for x in cur.fetchall ( ) ] _logger.debug ( 'Datatypes Query . sql : % r ' , self.datatypes_query ) t.typname type_name WHERE c.relkind = ANY ( % s ) pg_catalog.pg_get_function_result ( p.oid ) return_type , p.proisagg is_aggregate , with self.conn.cursor ( ) as cur : FROM pg_catalog.pg_attribute att cur.execute ( self.search_path_query ) AND pg_catalog.pg_type_is_visible ( t.oid ) yield FunctionMetadata ( row [ 0 ] , row [ 1 ] , arg_list , row [ 4 ] , row [ 5 ] , row [ 6 ] , row [ 7 ] ) functions_query = `` ' d.datcollate as `` Collate '' , _logger.debug ( list ( args ) ) ON n.oid = t.typnamespace SELECT nsp.nspname schema_name , t.typname type_name ORDER BY 1 , 2 '' ' FROM pg_catalog.pg_proc p WHERE c.relkind = ANY ( % s ) FROM pg_catalog.pg_class c ON n.oid = p.pronamespace WHERE el.oid = t.typelem AND el.typarray = t.oid SELECT n.nspname schema_name , SELECT nsp.nspname schema_name , WHERE c.oid = t.typrelid cur.execute ( self.datatypes_query ) for row in cur : SELECT c.relkind = ' c ' ON n.oid = p.pronamespace databases_query = `` ' INNER JOIN pg_catalog.pg_namespace n AND NOT EXISTS ( -- ignore array types p.proiswindow is_window , ORDER BY 1 , 2 ; ) cur.execute ( self.search_path_query ) _logger.debug ( 'Functions Query . sql : % r ' , self.functions_query ) else : ORDER BY 1 , 2 ; ' '' INNER JOIN pg_catalog.pg_namespace n arg_list = ' , '.join ( typed_args ) for row in cur : SELECT n.nspname schema_name , ) FROM pg_catalog.pg_class c AND n.nspname < > 'pg_catalog ' SELECT n.nspname schema_name , yield FunctionMetadata ( * row ) SELECT d.datname ORDER BY 1 ; '' '' '' cur.execute ( query ) fallback = 'SELECT * FROM current_schemas ( true ) ' _logger.debug ( 'Datatypes Query . sql : % r ' , query ) SELECT 1 pg_catalog.array_to_string ( d.datacl , E'\n ' ) AS `` Access privileges '' FROM pg_catalog.pg_type el p.proname func_name , SELECT c.relkind = ' c ' pg_catalog.pg_get_function_arguments ( p.oid ) arg_list , p.proiswindow is_window , ORDER BY 1 '' ' t.typname return_type , FROM pg_catalog.pg_database d LEFT JOIN pg_catalog.pg_namespace n ON n.oid = t.typnamespace AND t.typname ! ~ '^_ ' datatypes_query = `` ' cur.execute ( query ) FROM pg_catalog.pg_attribute att WHERE el.oid = t.typelem AND el.typarray = t.oid ) ' '' _logger.debug ( 'Functions Query . sql : % r ' , query ) SELECT n.nspname schema_name , false is_window , SELECT 1 AND n.nspname < > 'information_schema ' p.proretset is_set_returning WHERE cls.relkind = ANY ( % s ) OR ( -- composite type , but not a table p.proargnames , WHERE cls.relkind = ANY ( % s ) pg_catalog.pg_get_function_result ( p.oid ) return_type , ON n.oid = p.pronamespace",['pgcli/pgexecute.py'],Merge pull request # 451 from timcleaver/master
